word,pos
ស្រងេវ,គុ.
ស្រងេះស្រងោច,កិ.
ស្រងែ,ន.
ស្រងោច,កិ.
ស្រងៅ,គុ.
ស្រងាំ,គុ.
ស្រជែត,ន.
ស្រដាស់,គុ.
ស្រដី,កិ.
ស្រណាង,ន.
ស្រណាន,ប.
ស្រណុក,គុ.
ស្រណោក,ន.
ស្រណោះ,កិ.
ស្រតឹក,កិ.
ស្រតូវ,កិ.
ស្រទន់,គុ.
ស្រទប,ន.
ស្រទាង,កិ.
ស្រទាប់,ន.
ស្រទៀក,កិ.
ស្រទំ,គុ.
ស្រទ្ធា,ន.
ស្រន់,កិ.
ស្រប,គុ.
ស្រប់,កិ.
ស្របក់,ន.
ស្របក់ស្របាល,គុ.
ស្របាល,គុ.
ស្របាំង,គុ.
ស្រប៉ាប,គុ.
ស្រប៉ូប,កិ.
ស្រប៉ើក,គុ.
ស្រប៉េក,ប.
ស្រព,កិ.
ស្រពន់,គុ.
ស្រពាប,គុ.
ស្រពាប់,គុ.
ស្រពិល,កិ.
ស្រពេចស្រពិល,កិ.
ស្រៈពេញតួ,ម.
ស្រពោន,គុ.
ស្រម៉,ន.
ស្រមក,គុ.
ស្រមណៈ,ន.
ស្រមណ --,ម.
ស្រមណសក្ដិ,ម.
ស្រមណី,ម.
ស្រមណុទ្ទេស,ម.
ស្រមាក់,គុ.
ស្រមាញ,គុ.
ស្រមាម,គុ.
ស្រមាមប៉ាក,គុ.
ស្រមិក,គុ.
ស្រមឹម,គុ.
ស្រមុក,កិ.
ស្រមុតចិត្ត,កិ.
ស្រមុយ,គុ.
ស្រមូញ,គុ.
ស្រមូម,គុ.
ស្រមូល,កិ.
ស្រមូវ,គុ.
ស្រមើ,ប.
ស្រមើង,កិ.
ស្រមើល,ន.
ស្រមៀន,កិ.
ស្រមេក,ប.
ស្រមេម,ប.
ស្រមេវ,ប.
ស្រមេះ,គុ.
ស្រមៃ,កិ.
ស្រមោច,ន.
ស្រមោល,ន.
ស្រ័យ,ប.
ស្រយង់,កិ.
ស្រយម,គុ.
ស្រយាក,កិ.
ស្រយាល,គុ.
ស្រយាវ,គុ.
ស្រយឺល,កិ.
ស្រយុត,គុ.
ស្រយូវ,ន.
ស្រយើល,ម.
ស្រលក,ម.
ស្រល់,ន.
ស្រលន,គុ.
ស្រលាញ់,កិ.
ស្រលាប,កិ.
ស្រលិត,ន.
ស្រលឹង,ម.
ស្រលឹប,គុ.
ស្រលឺកឺ,ម.
ស្រលុង,កិ.
ស្រលូង,គុ.
ស្រលួត,គុ.
ស្រលួន,ប.
ស្រលើ,ម.
ស្រលើកើ,ម.
ស្រលៀង,គុ.
ស្រលេញ,ម.
ស្រលេត,ន.
ស្រលែវ,គុ.
ស្រលះ,ម.
ស្រវន្តី,ម.
ស្រវា,កិ.
ស្រវាក់ស្រវាន់,កិ.
ស្រវាស្រទេញ,កិ.
ស្រវឹង,កិ.
ស្រវើន,គុ.
ស្រវាំង,គុ.
ស្រស,ឧ.
ស្រស់,គុ.
ស្រ័ស,ម.
ស្រស់បស់,គុ.
ស្រស់ស្រាយ,កិ.
ស្រស់ស្រូប,កិ.
ស្រស់ស្រោង,គុ.
ស្រឡក,គុ.
ស្រឡក់,ន.
ស្រឡន,ម.
ស្រឡប់,គុ.
ស្រឡាង,ន.
ស្រឡាញ់,ម.
ស្រឡាប,គុ.
ស្រឡិត,ម.
ស្រឡឹង,ន.
ស្រឡឹប,ម.
ស្រឡឺកឺ,គុ.
ស្រឡុង,ម.
ស្រឡូង,ម.
ស្រឡើ,គុ.
ស្រឡេត,ម.
ស្រឡេវ,គុ.
ស្រឡែវ,ម.
ស្រឡៃ,ន.
ស្រឡៃ,ន.
ស្រឡោ,ម.
ស្រឡោកោ,ន.
ស្រឡោច,កិ.
ស្រឡៅ,ន.
ស្រឡំ,ប.
ស្រឡាំងកាំង,គុ.
ស្រឡះ,គុ.
ស្រអាប់,គុ.
ស្រអិប,គុ.
ស្រអ៊ុក,គុ.
ស្រអ៊ុម,គុ.
ស្រអែត,គុ.
ស្រអែម,គុ.
ស្រអ៊ុំ,ម.
ស្រា,ន.
ស្រាក,កិ.
ស្រាក់,កិ.
ស្រាក់ៗ,កិ.
ស្រាង,គុ.
ស្រាញ,កិ.
ស្រាត,កិ.
ស្រាទ្ធពិធី,ន.
ស្រាន្ត,គុ.
ស្រាប់,កិ.
ស្រាប់តែ,និ.
ស្រាពក៍,ន.
ស្រាពណ៍,ន.
ស្រាពណី,ន.
ស្រាយ,កិ.
ស្រាល,គុ.
ស្រាល់,កិ.
ស្រាវ,កិ.
ស្រាវជ្រាវ,កិ.
ស្រាវណី,ម.
ស្រាវិកា,ម.
ស្រាស់,កិ.
ស្រិចៗ,កិ.
ស្រិត,កិ.
ស្រិបៗ,ឧ.
ស្រិបស្រៀប,ឧ.
ស្រិម,កិ.
ស្រិល,គុ.
ស្រី,ន.
ស្រីប្រសើរ,ន.
ស្រីម័ត,គុ.
ស្រីមតី,ម.
ស្រីសោភ័ណ,ន.
ស្រឹង,គុ.
ស្រ៊ឹង,ឧ.
ស្រឹង្គ,ន.
ស្រឹង្គារ,ន.
ស្រឹង្គី,ន.
ស្រឹប,គុ.
ស្រ៊ឹប,ឧ.
ស្រឹបៗ,ម.
ស្រឹបស្រៀប,ម.
ស្រឹម,ម.
ស្រុក,ន.
ស្រុង,គុ.
ស្រ៊ុច,ឧ.
ស្រុញ,កិ.
ស្រុត,កិ.
ស្រុតិ,ន.
ស្រ៊ុប,ឧ.
ស្រុស,កិ.
ស្រុះ,កិ.
ស្រូត,កិ.
ស្រូប,កិ.
ស្រូល,ន.
ស្រូស,ឧ.
ស្រ៊ូស,ឧ.
ស្រួច,គុ.
ស្រួចស្រាល់,គុ.
ស្រួត,គុ.
ស្រួប,ឧ.
ស្រួយ,គុ.
ស្រួល,គុ.
ស្រួលបួល,គុ.
ស្រើប,កិ.
ស្រើបស្រាល,កិ.
ស្រឿង,គុ.
ស្រៀក,គុ.
ស្រៀវ,កិ.
ស្រេក,កិ.
ស្រេង,គុ.
ស្រេច,កិ.
ស្រេចបាច់,កិ.
ស្រេណី,ន.
ស្រេះ,ម.
ស្រែ,ន.
ស្រែក,កិ.
ស្រែង,ន.
ស្រែងកង្កែប,ន.
ស្រែន្យ,ន.
ស្រែមួរ,ន.
ស្រែស,គុ.
ស្រែះ,កិ.
ស្រោក,ន.
ស្រោកទឹក,គុ.
ស្រោង,គុ.
ស្រោច,កិ.
ស្រោតា,ន.
ស្រោត្រ,ន.
ស្រោត្រិយៈ,ន.
ស្រោប,កិ.
ស្រោបដណ្តប់,កិ.
ស្រោម,ន.
ស្រោលៗ,កិ.
ស្រំ,កិ.
ស្រាំ,គុ.
ស្រាំង,គុ.
ស្រះ,ន.
ស្ល,កិ.
ស្លក់,គុ.
ស្លង់,កិ.
ស្លត,ន.
ស្លន់,កិ.
ស្លប,គុ.
ស្លា,ន.
ស្លាក,ន.
ស្លាក់,កិ.
ស្លាកស្នាម,ន.
ស្លាកំញាន,ន.
ស្លាជម,ន.
ស្លាជ្វា,ន.
ស្លាឈ្មោល,ន.
ស្លាត,ន.
ស្លាតាឱន,ន.
ស្លាត្រួយ,ន.
ស្លាធម៌,ន.
ស្លាប,ន.
ស្លាប់,កិ.
ស្លាបកែវ,ន.
ស្លាបទា,ន.
ស្លាបប៉ាកកា,ម.
ស្លាបប្រចៀវ,ន.
ស្លាបព្រា,ន.
ស្លាបព្រិល,ន.
ស្លាយ,គុ.
ស្លាស្ងាប,ម.
ស្លាអី,ន.
ស្លឹក,ន.
ស្លឹកគ្រៃ,ន.
ស្លឹកពោធិ៍,ន.
ស្លឹង,ន.
ស្លឹប,គុ.
ស្លឺ,កិ.
ស្លឺត,គុ.
ស្លឺតស្លក់,ម.
ស្លុក,ប.
ស្លុង,គុ.
ស្លុត,កិ.
ស្លុតី,ន.
ស្លុប,គុ.
ស្លុយ,គុ.
ស្លុះ ,កិ.
ស្លូញ,ន.
ស្លូត,គុ.
ស្លូតបូត,គុ.
ស្លើត,គុ.
ស្លើតស្លក់,គុ.
ស្លៀក,កិ.
ស្លេក,គុ.
ស្លេវ,គុ.
ស្លេស្ម,ន.
ស្លេះ,កិ.
ស្លែ,ន.
ស្លែង,គុ.
ស្លែងដងដឹង,ន.
ស្លែងព្រវៀក,ន.
ស្លែត,គុ.
ស្លែវ,គុ.
ស្លោ,គុ.
ស្លោក,គុ.
ស្លោម,គុ.
ស្លៅ,កិ.
ស្លាំង,គុ.
ស្វច្ឆន្ទ,គុ.
ស្វជន,ន.
ស្វត,គុ.
ស្វទេស,ន.
ស្វភូមិ,ន.
ស្វយ័ត,គុ.
ស្វយម្ពរា,ម.
ស្វយម្ភូ,ម.
ស្វ័យត្រាណ,ន.
ស្វ័យប្រវត្ត,គុ.
ស្វ័យប្រវត្តិ,ន.
ស្វ័យភាព ,ន.
ស្វរៈ,ន.
ស្វស្តិ,ន.
ស្វស្ដិក,ន.
ស្វស្ដី,ម.
ស្វា,ន.
ស្វាក់,គុ.
ស្វាគត,គុ.
ស្វាគតំ !,ឧ.
ស្វាគមន៍,ន.
ស្វាង,គុ.
ស្វាង្គ,គុ.
ស្វាង្គនា,ន.
ស្វាង្គា,ម.
ស្វាញាក់ចិញ្ចើម,ន.
ស្វាត,ន.
ស្វាទុ,គុ.
ស្វាធីន,គុ.
ស្វាធ្យាយ,កិ.
ស្វាធ្យាយន៍,ន.
ស្វាធ្យាយិន,ន.
ស្វាន,ន.
ស្វាមី,ន.
ស្វាយ,ន.
ស្វាយចន្ទី,ន.
ស្វាយត្រាំ,គុ.
ស្វាយព្រៃ,ន.
ស្វារាជ,ន.
ស្វារាជ្យ,ន.
ស្វាស,ន.
ស្វាសរោគ,ន.
ស្វាហៈ,ឧ.
ស្ដាប់ស្វាហា,ម.
ស្វាហាប់,ន.
ស្វាហាបតិ,ន.
ស្វាហាយ,ម.
ស្វាហិច ស្វាហារ,ម.
ស្វិត,គុ.
ស្វិតចៅ,ន.
ស្វិតស្វាញ,គុ.
ស្វីករណ៍,ន.
ស្វីការ,ន.
ស្វីក្រឹតិ,ម.
ស្វេត,គុ.
ស្វែង,កិ.
ស្វែត,ប.
ស្វៃរិន,ម.
ស្វៃរិនី,ម.
ស្វោយ,កិ.
ស្វះ,កិ.
ស្វះពន្លះ,កិ.
ស្អក,គុ.
ស្អប់,កិ.
ស្អយ,គុ.
ស្អា,គុ.
ស្អាង,កិ.
ស្អាត,គុ.
ស្អាតបាត,គុ.
ស្អាន,ប.
ស្អាប់,ប.
ស្អិត,គុ.
ស្អិតស្អាង,កិ.
ស្អី,សព្វ.
ស្អុង,ន.
ស្អុយ,គុ.
ស៊្អុយ,គុ.
ស្អុះ,គុ.
ស្អូច,ន.
ស្អៀច,កិ.
ស្អេក,គុ.
ស្អែក,និ.
ស្អែល,គុ.
ស្អំ,កិ.
ហ !,និ.
ហ៊,ឧ.
ហៈ,និ.
ហក,គុ.
ហក់,កិ.
ហង,បុ.
ហង្ស,ន.
ហង្សបាទ,ន.
ហដ្ដចោរក,ន.
ហដ្ដវិលាសិនី,ន.
ហដ្ឋចិត្ត,ន.
ហឋយោគ,ន.
ហឋវិទ្យា,ន.
ហត់,កិ.
ហតក្កិលេស,គុ.
ហ័តហោង,គុ.
ហត្ថ,ន.
ហត្ថបាស,ន.
ហត្ថា --,ម.
ហត្ថិគោបក,ន.
ហត្ថិនី,ម.
ហត្ថិបាល,ម.
ហត្ថិមារក,ន.
ហត្ថិលិង្គ,ន.
ហត្ថី,ន.
ហទ័យ,ន.
ហ័ន,កិ.
ហនុមាន,ន.
ហនូ,និ.
ហនេយ្យុំ,កិ.
ហន្ទយុំ,ម.
ហប,កិ.
ហប់,គុ.
ហ៊ប !,កិ.
ហម្មិយ,ន.
ហយៈ,ន.
ហយា --,ម.
ហយិន,ន.
ហយោ  --,ម.
ហរៈ,ន.
ហរិ,ន.
ហរិ --,ម.
ហរិត,គុ.
ហរិតាល,ន.
ហឫទ័យ,ម.
ហល់,កិ.
ហលាហល,គុ.
ហ័វ,កិ.
ហវិស,ន.
ហស,ឧ.
ហ៊ស,ឧ.
ហសនៈ,ន.
ហសនីយ,គុ.
ហសនីយ --,ម.
ហសាភិប្រាយ,ន.
ហសិកា,ន.
ហសិត,កិ.
ហសិត --,ម.
ហស្ត,ន.
ហស្ដិន,ម.
ហហ្មុក,ន.
ហា,កិ.
ហា,ប.
ហា !,ឧ.
ហាក់,និ.
ហាក់ៗ,កិ.
ហាង,គុ.
ហាច់,កិ.
ហាច់ជា,និ.
ហាដក,ន.
ហាណូយ,ន.
ហាត់,កិ.
ហាត់ព្យាម,កិ.
ហាត់ហោង,ម.
ហាន,កិ.
ហាន់,ម.
ហ៊ាន,កិ.
ហានតែថា,និ.
ហានភាគិយ,គុ.
ហានភាគី,គុ.
ហាប,ន.
ហាប់,គុ.
ហាម,កិ.
ហាយន --,ម.
ហាយនៈ,ន.
ហារ,ន.
ហារិន,ន.
ហារិនី,ម.
ហារី,ម.
ហាល,កិ.
ហាវ,ម.
ហាវ  !,កិ.
ហាស  !,ឧ.
ហាស,ន.
ហាសនីយ,ម.
ហាសហាយ!,ឧ.
ហាសហឺយ,ឧ.
ហាសិប,ប.
ហាហា,ន.
ហាអឺ ៗ,ឧ.
ហិង្គុ,ន.
ហិង្គុល,ន.
ហិង្សា,ន.
ហិច,ប.
ហិញ ,គុ.
ហិណ្ឌិក,ន.
ហិណ្ឌូ,ន.
ហិត,កិ.
ហិត,ន.
ហិត --,ម.
ហិតប្រណី,ន.
ហិតរោគ,ន.
ហិតា --,ម.
ហិន,កិ.
ហិនហុន,ន.
ហិប,ម.
ហិមៈ,ន.
ហិមពាន្ត,ន.
ហិមវ័ត,គុ.
ហិមាល័យ,ន.
ហិរញ្ញ,ន.
ហិរណ្យ,ម.
ហិរិ,ន.
ហិរោត្តប្បៈ,ម.
ហិល,គុ.
ហ៊‌ិះ,ឧ.
ហ៊‌ី,ឧ.
ហ៊‌ីង,ន.
ហ៊‌ីងហ៊ាង,កិ.
ហីន,គុ.
ហីនយាន,ន.
ហីរ,ន.
ហ៊‌ឹក,ន.
ហ៊‌ឹកហ៊ាក់,គុ.
ហ៊‌ឹង,គុ.
ហ៊‌ឹប,ឧ.
ហ៊‌ឹមៗ,ឧ.
ហឹរ,គុ.
ហឹសា,ម.
ហ៊‌ឹះ,ឧ.
ហឺ,ឧ.
ហ៊‌ឺ,ឧ.
ហ៊‌ឺៈ !,និ.
ហឺត,កិ.
ហឺប,ន.
ហឺយ !,និ.
ហ៊‌ឺយ,ឧ.
ហ៊‌ឺហា,គុ.
ហុកសិប,ប.
ហុង,កិ.
ហុច,កិ.
ហុត,កិ.
ហ៊ុត,កិ.
ហុត,ន.
ហ៊ុន,ន.
ហ៊ុនហយ,ន.
ហ៊ុម,កិ.
ហ៊ុមព្រែ,ន.
ហ៊ុមរោង,ន.
ហ៊ុមហ,កិ.
ហុយ,កិ.
ហុយហាយ,កិ.
ហុរៗ ,ឧ.
ហ៊ុះៗ,ឧ.
ហ៊ូ,ឧ.
ហូត,កិ.
ហូតថ្នាក់,គុ.
ហូនហ៊ក់,គុ.
ហូប,កិ.
ហ៊ូពាន់,ន.
ហ៊ូពូ,ន.
ហូរ,កិ.
ហូល,ន.
ហួង,កិ.
ហួងហែង,កិ.
ហួច,កិ.
ហួញ,គុ.
ហួត,កិ.
ហួម,ឧ.
ហួម៉ៃ,ន.
ហួយ,ន.
ហួរ,កិ.
ហួល,គុ.
ហួស,កិ.
ហើប,កិ.
ហើម,កិ.
ហើមស្រក,ន.
ហើយ,គុ.
ហ៊‌ើយ !,ឧ.
ហើរ,កិ.
ហៀ,គុ.
ហៀន,ន.
ហៀបនឹង,និ.
ហៀរ,កិ.
ហៀវ,ន.
ហៀវហោះ,កិ.
ហេ,កិ.
ហេៈ,ឧ.
ហេង,គុ.
ហេងហាង,គុ.
ហេញ,ម.
ហេដ្ឋិម,គុ.
ហេតុ,ន.
ហេបៗ,គុ.
ហេម,ន.
ហេមន្ត,ន.
ហេមវតី,ន.
ហេមាទ្រិ,ន.
ហេរញ្ញិក,ន.
ហេរិក,ន.
ហេរិកា,ម.
ហេលហល,គុ.
ហេល ហាល,គុ.
ហេវ,កិ.
ហេៈហ៏,ឧ.
ហេហា,ឧ.
ហេះៗ,ឧ.
ហែ,កិ.
ហ៊ែ,ឧ.
ហ៊ែៈ,ម.
ហែក,កិ.
ហែង,គុ.
ហែប,កិ.
ហែម,ន.
ហែហៃ,កិ.
ហែលហល,ម.
ហែៈហ៏,ម.
ហែហម,កិ.
ហែហួច,ន.
ហែះ,ម.
ហ៊ែះ,ឧ.
ហៃណាំ,ន.
ហៃមពណ៌,ន.
ហៃរិក,ន.
ហៃសាន,ន.
ហៃអើ !,ឧ.
ហោ,កិ.
ហ៊ោ,កិ.
ហោក,គុ.
ហោង,ន.
ហោច,គុ.
ហោចល្អោញ,គុ.
ហោជាង,ន.
ហោតិល,ន.
ហោត្រ,ន.
ហោត្រ័យ,ម.
ហោប៉ៅ,ន.
ហោម,ន.
ហោមរោង,ន.
ហោរ,ន.
ហោរា,ន.
ហោរ៉ា,ន.
ហោល,កិ.
ហោលៗ,គុ.
ហោះ,កិ.
ហៅ,កិ.
ហ៊ៅ,កិ.
ហៅហាន,គុ.
ហំ,គុ.
ហ្ន,និ.
ហ្ន័ង,ម.
ហ្នា៎ !,ម.
ហ្នឹង,វិ.
ហ្នាំង,ម.
ហ្ន៎ះ !,ម.
ហ្ម,ន.
ហ្មគ្វាម,ន.
ហ្មង,គុ.
ហ្មត់,កិ.
ហ្មត់ចត់,គុ.
ហ្មត់ហ្មង,គុ.
ហ្មប,កិ.
ហ្មបហ្មាយ,កិ.
ហ្មាយ,កិ.
ហ្មឺន,ម.
ហ្មូត,ន.
ហ្រស្វ,គុ.
ហ្វ្រង្ក,ន.
ហ្វ្រ័ង,ន.
ហ្ឫទ័យ,ម.
ហ្ល័ក,ន.
ហ្ល័កហ្ល័ង,កិ.
ហ្លាក់,ន.
ហ្លាក់ហ្លាំង,កិ.
ហ្លាយ,គុ.
ហ្លួង,ន.
ហ្លួងព្រះបាង,ន.
ហ្លេវហ្លៃ,ម.
ហ្វង់,ម.
ហ្វារ,ន.
ហ្វ៊‌ីល,ន.
ហ្វឹក,កិ.
ហ្វូង,ន.
ហ្វូងហ្វាយ,ន.
ហ្វូងដិន,ន.
ហ្វេ,ន.
ឡប់,ព.
ឡាវ,បារ.
ឡិមឡុម,ព.
ឡឹប,ព.
ឡុងចុង,ព.
ឡូត៍,ម.
ឡូយ,ម.
ឡើយ,ព.
ឡេមឡាម,ម.
ឡែកឡាន់,ម.
ឡែបខាយ,ម.
ឡែបឡប,ព.
ឡែមៗ,ម.
ឡែឡប់,ព.
អ !,ឧ.
អក,កិ.
អកតញ្ញុតា,ន.
អកតញ្ញូ,ន.
អកតវេទិតា,ន.
អកតវេទី,ន.
អកនិដ្ឋ,ន.
អកប្បិយ,គុ.
អកម្មកិរិយា,ន.
អកម្មធាតុ,ន.
អកយំ,ន.
អករ៍,ន.
អករណីយ,គុ.
អកអំបុក,ន.
អកាល,ន.
អកិរិយវាទ,ន.
អកិរិយវាទី,ន.
អកុសល,ន.
អក្ក,ន.
អក្កោសន,ន.
អក្កោសវត្ថុ,ន.
អក្ខណៈ,ន.
អក្ខទស្ស,ន.
អក្ខទេវី,ន.
អក្ខធូត,ន.
អក្ខន្តី,ន.
អក្ខបាដ,ន.
អក្ខបាដក,ម.
អក្ខមា,ន.
អក្ខរ,ន.
អក្ខរ --,ម.
អក្ខរកោវិទ,ន.
អក្ខរប្បភេទ,ន.
អក្ខរា,ន.
អក្ខិ,ន.
អក្ខោ,គុ.
អក្ខោភិនី,ប.
អក្ខោហិណី,ន.
អ័ក្ស,ន.
អក្សណៈ,ម.
អក្សទេវិន,ម.
អក្សមា,ម.
អក្សរ,ន.
អក្សិ,ន.
អគតិ,ន.
អគាធ,គុ.
អគារ,ន.
អគារវៈ,ន.
អគុណ,ន.
អគោចរ,ន.
អគ្គ,ន.
អគ្គិ,ន.
អគ្ឃ,គុ.
អគ្នន្យ័ស្ត្រ,ន.
អគ្នន្យុត្បាត,ន.
អគ្និ,ន.
អគ្យាគារ,ន.
អឃម័យ,គុ.
អឃោស,គុ.
អង,កិ.
អង់,កិ.
អង់គ្លេស,ម.
អង់អាច,គុ.
អង្ក,ន.
អង្កត់,ន.
អង្កត់ខ្មៅ,ន.
អង្កន់,កិ.
អង្កបាលិកា,ន.
អង្ករ,ន.
អង្កា,ន.
អង្កាញ់,ន.
អង្កាន់,ន.
អង្កាប់អង្កើ,កិ.
អង្កាម,ន.
អង្កាល់,និ.
អង្កឹ,ន.
អង្កឹក,កិ.
អង្កឺល,កិ.
អង្កុក,កិ.
អង្កុញ,កិ.
អង្កុល,កិ.
អង្កុស,ន.
អង្កូរ,ន.
អង្កួច,ន.
អង្កួញ,កិ.
អង្កួញដី,ន.
អង្កើក,កិ.
អង្កៀម,កិ.
អង្កៀមងៀត,ន.
អង្កេត,ន.
អង្កែ,ន.
អង្កែត,ន.
អង្កែលអង្កៃ,កិ.
អង្កោល,ន.
អង្កាំ,ន.
អង្ក្រង,ន.
អង្ក្រត,ឧ.
អង្ក្រេតអង្ក្រត,ន.
អង្គ,ន.
អង្គញ់,ន.
អង្គញ់ស្វា,ន.
អង្គត់,ន.
អង្គនា,ន.
អង្គប់,កិ.
អង្គរ,ន.
អង្គរជុំ,ន.
អង្គរាគ,ន.
អង្គ័ល,ន.
អង្គា,ន.
អង្គាដី,ន.
អង្គាបុស្ប,ន.
អង្គារ,ន.
អង្គារិ,ន.
អង្គាលឿង,ម.
អង្គាស,កិ.
អង្គាសីល,ម.
អង្គីករណ៍,ន.
អង្គីរស,ន.
អង្គឺ,និ.
អង្គឺអង្គែ,គុ.
អង្គុក,កិ.
អង្គុកអង្គុល,កិ.
អង្គុយ,កិ.
អង្គុយចាំតែ,និ.
អង្គុល,កិ.
អង្គុលៈ,ន.
អង្គុលី,ន.
អង្គែ,ន.
អង្គំ,ន.
អង្គ្រ័ក្ស,ន.
អង្គ្រង,ន.
អង្គ្រឺត,ន.
អង្គ្លេស,ន.
អង្ឃាក់,កិ.
អង្ឃើល,កិ.
អង្រង់,កិ.
អង្រឹង,ន.
អង្រុត,ន.
អង្រូស,ន.
អង្រួន,កិ.
អង្រៀតនឹង,និ.
អង្រែ,ន.
អង្រែដែក,ន.
អង្វរ,កិ.
អង្វរករ,កិ.
អង្វែង,គុ.
អង្ស,ន.
អង្ស័ក,ន.
អង្សា,ន.
អង្សា,ម.
អង្សិក,គុ.
អង្សុ,ន.
អង្អែល,កិ.
អចរណភាព,ន.
អចល,គុ.
អចលនៈ,ន.
អចលា,ន.
អចិត្ត,គុ.
អចិត្តកៈ,គុ.
អចិត្តិភាព,ន.
អចិន្តា,ន.
អចិន្ត្រៃយ៍,គុ.
អចិរ,គុ.
អចេលកៈ,ន.
អចេស្ដា,ន.
អចៃដន្យ,ន.
អច្ចុត,គុ.
អច្ចេក,គុ.
អច្ឆរា,ន.
អច្ឆរិយ,គុ.
អច្ឆាទនៈ,ន.
អច្ឆាវ័ទ,កិ.
អច្ឆិទ្ទវុត្តី,ន.
អច្ឆិទ្រព្រឹត្តិ,ន.
អជដាកាស,ន.
អជនប្រទេស,ន.
អជ្ឈត្តសន្តាន,ន.
អជ្ឈត្តិកទាន,ន.
អជ្ឈាចារ,ន.
អជ្ឈាស័យ,ន.
អជ្ឈុប្បាតកៈ,ន.
អជ្ឈេសនា,ន.
អជ្ឈោកាស,ន.
អជ្ឈោសាន,ន.
អញ,បុ.
អញ្ចង,ន.
អញ្ចាច,គុ.
អញ្ចាញ,ន.
អញ្ចាប,គុ.
អញ្ចូចៗ,កិ.
អញ្ឆើល,កិ.
អញ្ជចៗ,កិ.
អញ្ជ័ន,ន.
អញ្ជលិ,ន.
អញ្ជុល,ន.
អញ្ជើញ ,កិ.
អញាតកជន,ន.
អញ្ញត្រ,និ.
អញ្ញត្រសព្ទ,ន.
អញ្ញថាភាព,ន.
អញ្ញបទ,ន.
អញ្ញវាទកម្ម,ន.
អញ្ញាត,គុ.
អញ្ញាតកជន,ន.
អញ្ញាតកវេស,ន.
អញ្ញាតកវេសក,ន.
អញ្ញោបត្ថម្ភិត,ន.
អដដ,ប.
អដវិក,ន.
អដវី,ន.
អដ្តប្រតិភូ,ន.
អដ្ឋ,ប.
អដ្ឋកថា,ន.
អដ្ឋបរិក្ខារ,ន.
អដ្ឋបាន,ន.
អដ្ឋិ,ន.
អឌ្ឍ,គុ.
អឌ្ឍចន្ទ,ន.
អឌ្ឍយោគ,ន.
អណូ,គុ.
អណ្ដាក់អណ្ដល់,កិ.
អណ្ដាត,ន.
អណ្ដាតគោ,ន.
អណ្ដាតឆ្កែ,ន.
អណ្ដាតឆ្លាម,ន.
អណ្ដាតត្រកួត,ន.
អណ្ដាតសមុទ្រ,ន.
អណ្ដាប់,ន.
អណ្ដាប់អណ្ដា,ន.
អណ្ដាប់អណ្ដោយ,ន.
អណ្ដឺតអណ្ដក,កិ.
អណ្ដូង,ន.
អណ្ដើក,ន.
អណ្ដើកមាស,ន.
អណ្ដើរ,ន.
អណ្ដែង,ន.
អណ្ដែត,កិ.
អណ្ដោត,ន.
អណ្ឌៈ,ន.
អណ្ណព,ន.
អណ្ណាម,ន.
អត,កិ.
អត់,កិ.
អតប្បា,ន.
អតិ,និ.
អតិថិ,ន.
អតិថិ --,ម.
អតិរេក,គុ.
អតិសារ,ន.
អតីត,គុ.
អតេកិច្ឆ,គុ.
អត្ត,ន.
អត្តៈ,ន.
អត្តខាត់,គុ.
អត្តនោបទ,ន.
អត្តនោម័តិ,ន.
អត្តនោមត្យា ធិប្បាយ,ន.
អត្តា,បា.
អត្ថ,ន.
អត្ថិភាព,ន.
អត្រជៈ,ន.
អត្រានុកូលដ្ឋាន,ន.
អថព្វ,ន.
អថិរភាព,ន.
អទាយាទ,គុ.
អទារជន,ន.
អទារុណ,គុ.
អទាសព្យ,ន.
អទិដ្ឋ,គុ.
អទិដ្ឋមិត្ត,ន.
អទិន្ន,គុ.
អទិស្សមាន,គុ.
អទុរាគត,គុ.
អទ្ធគូ,ន.
អទ្ធា,ន.
អទ្ធាន,ន.
អធម,គុ.
អធម្ម,គុ.
អធម៌,ម.
អធរមាន,គុ.
អធិក,គុ.
អធិករណៈ,ន.
អធិកអធម,គុ.
អធិការ,ន.
អធិការី ,ន.
អធិក្រម,ន.
អធិក្រឹតិ,ន.
អធិគត,គុ.
អធិគម,ន.
អធិគុណ,គុ.
អធិចិត្ត,ន.
អធិជ័យ,ន.
អធិជេដ្ឋ,គុ.
អធិជ្យោតិស,ន.
អធិដ្ឋាន,ន.
អធិប,ន.
អធិបតី,ន.
អធិបតេយ្យ,ន.
អធិប្បញ្ញា,ន.
អធិប្បាយ,ន.
អធិព្រឹក្ស,ន.
អធិភូ,ន.
អធិមត្ត,ន.
អធិមានិក,ន.
អធិមានិកា,ម.
អធិមុត្តិ,ន.
អធិមោក្ខ,ន.
អធិយោគ,ន.
អធិរាជ,ន.
អធិរាជិនី,ម.
អធិរោហិណី,ន.
អធិលោក,ន.
អធិវចនៈ,ន.
អធិវាស,ន.
អធិវាសន,ន.
អធិវាសនា,ន.
អធិសីល,ន.
អធិស្ឋាន,ម.
អធីន,គុ.
អធុនាគត,គុ.
អធុនិក,គុ.
អធោ,និ.
អធ្យាស្រ័យ,ន.
អធ្យោគ,ន.
អធ្រាត្រ,ន.
អធ្វ័ន,ន.
អន,គុ.
អន់,គុ.
អនគ្ឃ,គុ.
អនង្គ,ន.
